filename,page_count,char_count,extraction_method
OCT042024_02B2203,4,10831,text
OCT042024_03B2203,5,15912,text
OCT042024_04B2203,10,32709,text
OCT042024_05B2203,4,11773,text
OCT052016_01B2203,6,14625,text
OCT052017_01B2203,5,13135,text
OCT052017_02B2203,7,19305,text
OCT052020_01B2203,9,31441,text
OCT052020_02B2203,3,7143,text
OCT052020_03B2203,7,21711,text
OCT052020_04B2203,3,8323,text
OCT052020_05B2203,5,15186,text
OCT052020_06B2203,8,23634,text
OCT052020_07B2203,7,22445,text
OCT052020_08B2203,5,15335,text
OCT052020_09B2203,4,12877,text
OCT052022_01B2203,6,18138,text
OCT052023_01B2203,8,25931,text
OCT052023_02B2203,6,18675,text
OCT062014_01B2203,9,25427,text
OCT062014_02B2203,15,44562,text
OCT062016_01B2203,8,21855,text
OCT062020_01B2203,4,9479,text
OCT062022_01B2203,9,29421,text
OCT062023_01B2203,7,22822,text
OCT072005_01B2203,10,31317,text
OCT072005_03B2203,10,31317,text
OCT072013_01B2203,3,7556,text
OCT072022_01B2203,3,8510,text
OCT082013_01B2203,3,7879,text
OCT082019_01B2203,8,25900,text
OCT082021_01B2203,7,23213,text
OCT092013_01B2203,14,42843,text
OCT092019_01B2203,2,6021,text
OCT092024_01B2203,7,19367,text
OCT102014_01B2203,20,58610,text
OCT102024_01B2203,8,24161,text
OCT112005_01B2203,2,3301,text
OCT112005_02B2203,2,3366,text
OCT112005_03B2203,5,12978,text
OCT112005_04B2203,6,17028,text
OCT112005_05B2203,5,10945,text
OCT112005_06B2203,5,13585,text
OCT112005_07B2203,2,2766,text
OCT112005_08B2203,5,11894,text
OCT112005_09B2203,5,12079,text
OCT112005_10B2203,5,13857,text
OCT112005_11B2203,5,12602,text
OCT112005_23B2203,2,3301,text
OCT112005_24B2203,2,3366,text
OCT112005_25B2203,5,12978,text
OCT112005_26B2203,6,17029,text
OCT112005_27B2203,5,10946,text
OCT112005_28B2203,5,13586,text
OCT112005_29B2203,2,2767,text
OCT112005_30B2203,5,11895,text
OCT112005_31B2203,5,12081,text
OCT112005_32B2203,5,13858,text
OCT112005_33B2203,5,12599,text
OCT112023_01B2203,8,25107,text
OCT112024_01B2203,9,28586,text
OCT122016_01B2203,5,11406,text
OCT122017_01B2203,8,20951,text
OCT122018_01B2203,6,14480,text
OCT122023_01B2203,7,23476,text
OCT142005_01B2203,2,2001,text
OCT142005_02B2203,2,3536,text
OCT142005_03B2203,6,15209,text
OCT142005_04B2203,4,8790,text
OCT142005_05B2203,4,10057,text
OCT142005_06B2203,4,10232,text
OCT142005_07B2203,4,9544,text
OCT142005_08B2203,5,10798,text
OCT142005_09B2203,4,10698,text
OCT142005_10B2203,5,10795,text
OCT142005_21B2203,2,2001,text
OCT142005_22B2203,2,3537,text
OCT142005_23B2203,6,15208,text
OCT142005_24B2203,4,8790,text
OCT142005_25B2203,4,10057,text
OCT142005_26B2203,4,10232,text
OCT142005_27B2203,4,9544,text
OCT142005_28B2203,5,10798,text
OCT142005_29B2203,4,10698,text
OCT142005_30B2203,5,10795,text
OCT142014_01B2203,12,36575,text
OCT142014_02B2203,12,35764,text
OCT142020_01B2203,4,9442,text
OCT142020_02B2203,4,10483,text
OCT142020_03B2203,8,24051,text
OCT142020_04B2203,8,26478,text
OCT152013_01B2203,7,19648,text
OCT152014_01B2203,13,40931,text
OCT152014_02B2203,4,9721,text
OCT152019_01B2203,5,16326,text
OCT152020_01B2203,1,2269,text
OCT152020_02B2203,4,10328,text
OCT152020_03B2203,10,32915,text
OCT152020_04B2203,9,27898,text
OCT152021_01B2203,11,37808,text
OCT152024_01B2203,2,5566,text
OCT152024_02B2203,4,10224,text
OCT162018_01B2203,4,11235,text
OCT162020_01B2203,7,20980,text
OCT162024_01B2203,3,7597,text
OCT172005_01B2203,4,12314,text
OCT172005_02B2203,6,20092,text
OCT172005_03B2203,9,28640,text
OCT172005_07B2203,4,12313,text
OCT172005_08B2203,6,20092,text
OCT172005_09B2203,9,28640,text
OCT172016_01B2203,6,14690,text
OCT172017_01B2203,6,17010,text
OCT172017_02B2203,9,24290,text
OCT172017_03B2203,5,12858,text
OCT172017_04B2203,6,14751,text
OCT172019_01B2203,5,12838,text
OCT172019_02B2203,7,20461,text
OCT172024_01B2203,5,14040,text
OCT172024_02B2203,5,12523,text
OCT182016_01B2203,2,4399,text
OCT182017_01B2203,1,2377,text
OCT182017_02B2203,6,16085,text
OCT182017_03B2203,7,18830,text
OCT182022_01B2203,8,25231,text
OCT182024_01B2203,4,12430,text
OCT192005_01B2203,11,36593,text
OCT192005_03B2203,11,36591,text
OCT192020_01B2203,10,34364,text
OCT192020_02B2203,8,26200,text
OCT192020_03B2203,9,30941,text
OCT192022_01B2203,2,4328,text
OCT202005_01B2203,5,11236,text
OCT202005_02B2203,4,9453,text
OCT202005_03B2203,5,11043,text
OCT202005_04B2203,4,10930,text
OCT202005_09B2203,5,11236,text
OCT202005_10B2203,4,9453,text
OCT202005_11B2203,5,11043,text
OCT202005_12B2203,4,10930,text
OCT202020_01B2203,6,15172,text
OCT202023_01B2203,6,21209,text
OCT202023_02B2203,10,33641,text
OCT212005_01B2203,9,26338,text
OCT212005_02B2203,7,22742,text
OCT212005_03B2203,5,12505,text
OCT212005_04B2203,5,11927,text
OCT212005_05B2203,9,33256,text
OCT212005_06B2203,7,24343,text
OCT212005_13B2203,9,26338,text
OCT212005_14B2203,7,22742,text
OCT212005_15B2203,5,12505,text
OCT212005_17B2203,9,33256,text
OCT212005_18B2203,7,24343,text
OCT212013_01B2203,3,6949,text
OCT212013_02B2203,11,30567,text
OCT212013_03B2203,3,5727,text
OCT212013_04B2203,2,3207,text
OCT212019_01B2203,9,29880,text
OCT212022_01B2203,6,20131,text
OCT212024_01B2203,5,12617,text
OCT212024_02B2203,4,10152,text
OCT222019_01B2203,6,18994,text
OCT222019_02B2203,6,18674,text
OCT222024_01B2203,3,7641,text
OCT232013_01B2203,3,7093,text
OCT232013_02B2203,4,9245,text
OCT232013_03B2203,13,36274,text
OCT232015_01B2203,1,880,text
OCT232018_01B2203,4,10890,text
OCT232018_02B2203,7,17499,text
OCT232019_01B2203,6,19318,text
OCT242014_01B2203,15,43058,text
OCT242022_01B2101,3,5760,text
OCT242022_02B2101,4,11088,text
OCT242024_01B2203,9,29113,text
OCT242024_02B2203,6,20190,text
OCT252016_01B2203,7,17253,text
OCT252017_01B2203,3,8714,text
OCT252017_02B2203,6,16538,text
OCT252018_01B2203,9,24441,text
OCT252019_01B2203,9,27990,text
OCT252019_02B2203,7,21863,text
OCT252019_03B2203,1,1504,text
OCT252022_01B2203,8,26535,text
OCT252023_01B2203,3,6792,text
OCT252024_01B2203,9,25465,text
OCT262005_01B2203,9,26333,text
OCT262005_02B2203,3,4582,text
OCT262005_05B2203,9,26333,text
OCT262005_06B2203,3,4582,text
OCT262015_01B2203,12,38291,text
OCT262015_02B2203,6,15062,text
OCT262016_01B2203,1,2308,text
OCT262022_01B2203,7,19800,text
OCT262022_02B2203,1,2387,text
OCT262023_01B2203,10,27858,text
OCT272005_01B2203,6,18477,text
OCT272005_02B2203,9,31955,text
OCT272005_05B2203,6,18477,text
OCT272005_06B2203,9,31955,text
OCT272016_01B2203,8,23386,text
OCT272022_01B2203,3,6322,text
OCT272022_02B2203,4,11407,text
OCT272023_01B2203,4,13468,text
OCT282005_01B2203,1,1102,text
OCT282005_02B2203,5,13878,text
OCT282005_03B2203,7,21149,text
OCT282005_07B2203,1,1102,text
OCT282005_08B2203,5,13878,text
OCT282005_09B2203,7,21149,text
OCT282015_01B2203,5,13978,text
OCT282021_01B2203,12,40219,text
OCT282022_01B2203,7,21574,text
OCT292013_01B2203,3,7827,text
OCT292013_02B2203,6,16796,text
OCT292013_03B2203,5,11547,text
OCT292014_01B2203,12,36661,text
OCT292014_02B2203,11,32287,text
OCT292019_01B2203,8,26776,text
OCT292019_02B2203,8,24170,text
OCT292019_03B2203,9,30562,text
OCT292024_01B2203,10,32602,text
OCT292024_02B2203,5,15372,text
OCT302015_01B2203,13,36182,text
OCT302018_01B2203,6,16119,text
OCT302024_01B2203,6,20441,text
OCT302024_02B2203,3,8272,text
OCT302024_03B2203,3,5937,text
OCT312005_01B2203,7,18864,text
OCT312005_02B2203,7,18462,text
OCT312005_03B2203,2,1916,text
OCT312005_04B2203,2,1940,text
OCT312005_05B2203,10,34545,text
OCT312005_11B2203,7,18864,text
OCT312005_12B2203,7,18462,text
OCT312005_13B2203,2,1916,text
OCT312005_14B2203,2,1940,text
OCT312005_15B2203,10,30132,text
OCT312017_01B2203,8,22252,text
OCT312018_01B2203,8,23260,text
OCT312018_02B2203,5,14262,text
OCT312018_03B2203,7,19323,text
OCT312019_01B2203,5,14345,text
OCT312022_01B2203,3,8421,text
OCT312022_02B2203,4,13464,text
OCT312024_01B2203,10,31733,text
Oct012008_01B2203,11,33422,text
Oct012008_02B2203,6,16615,text
Oct012008_03B2203,7,19598,text
Oct022006_01B2203,5,14672,text
Oct022006_02B2203,7,18379,text
Oct022006_03B2203,8,21036,text
Oct022006_04B2203,7,19054,text
Oct022009_01B2203,14,40957,text
Oct022009_02B2203,14,43376,text
Oct022009_03B2203,8,20381,text
Oct022009_04B2203,2,3191,text
Oct022009_05B2203,2,3618,text
Oct022009_06B2203,12,35756,text
Oct022009_07B2203,2,4201,text
Oct032012_01B2203,3,4809,text
Oct042010_01B2203,5,13559,text
Oct042010_03B2203,25,66665,text
Oct042010_04B2203,16,48870,text
Oct042010_05B2203,13,40122,text
Oct052006_01B2203,10,30834,text
Oct052006_02B2203,2,2373,text
Oct052006_03B2203,2,3305,text
Oct052009_01B2203,12,34538,text
Oct052009_02B2203,9,26135,text
Oct052009_03B2203,13,37285,text
Oct052009_04B2203,13,41484,text
Oct052009_05B2203,13,36238,text
Oct062006_01B2203,4,8749,text
Oct062008_01B2203,9,26110,text
Oct062009_01B2203,11,31693,text
Oct062009_02B2203,13,39718,text
Oct062009_03B2203,8,22527,text
Oct072009_01B2203,2,2307,text
Oct072010_01B2203,20,54433,text
Oct072011_01B2203,2,2949,text
Oct072011_02B2203,3,5263,text
Oct082009_01B2203,16,47426,text
Oct082009_02B2203,2,3446,text
Oct082009_03B2203,14,40383,text
Oct102006_01B2203,10,27223,text
Oct102008_01B2203,8,25034,text
Oct102008_02B2203,16,46590,text
Oct112006_01B2203,10,31704,text
Oct112006_02B2203,2,2980,text
Oct112006_03B2203,9,25879,text
Oct112007_01B2203,1,1180,text
Oct112007_02B2203,2,2244,text
Oct112007_03B2203,12,36492,text
Oct112007_04B2203,15,45801,text
Oct112007_05B2203,10,29588,text
Oct112007_06B2203,10,27401,text
Oct112007_07B2203,5,10585,text
Oct122006_01B2203,3,5613,text
Oct122006_02B2203,5,12686,text
Oct122006_03B2203,8,21111,text
Oct132009_01B2203,3,5191,text
Oct132011_01B2203,2,2994,text
Oct142009_01B2203,2,2690,text
Oct142009_02B2203,3,4813,text
Oct142009_03B2203,4,8072,text
Oct142009_04B2203,4,8196,text
Oct142009_05B2203,2,4310,text
Oct152009_01B2203,9,26670,text
Oct152012_05B2203,3,6159,text
Oct162008_01B2203,1,1050,text
Oct162008_02B2203,9,28458,text
Oct172008_01B2203,8,25663,text
Oct172008_02B2203,8,25741,text
Oct172012_01B2203,3,6392,text
Oct182007_01B2203,5,12464,text
Oct182010_01B2203,14,40095,text
Oct182011_01B2203,13,38987,text
Oct192009_01B2203,2,3254,text
Oct192009_02B2203,5,11693,text
Oct192009_03B2203,4,7864,text
Oct192009_04B2203,16,49617,text
Oct192009_05B2203,11,34117,text
Oct192009_06B2203,9,24794,text
Oct192012_01B2203,2,3663,text
Oct192012_05B2203,3,6371,text
Oct202009_01B2203,8,21995,text
Oct202010_01B2203,3,7708,text
Oct202011_01B2203,4,9757,text
Oct202011_02B2203,3,7007,text
Oct212009_01B2203,5,9838,text
Oct212009_02B2203,9,23242,text
Oct212011_01B2203,2,3761,text
Oct222008_01B2203,17,54637,text
Oct222008_02B2203,11,31598,text
Oct222009_01B2203,8,23473,text
Oct222009_02B2203,16,51642,text
Oct222010_01B2203,25,70558,text
Oct222012_01B2203,2,2852,text
Oct222012_02B2203,3,5328,text
Oct222012_03B2203,10,29327,text
Oct222012_04B2203,3,7264,text
Oct232006_01B2203,6,14340,text
Oct232007_01B2203,9,23836,text
Oct232012_03B2203,2,2201,text
Oct242007_01B2203,2,2607,text
Oct242007_02B2203,12,34788,text
Oct242007_03B2203,11,31414,text
Oct252006_01B2203,6,15864,text
Oct252007_01B2203,8,22583,text
Oct252007_02B2203,8,20189,text
Oct252010_01B2203,20,54967,text
Oct262007_01B2203,4,9832,text
Oct262009_01B2203,9,26264,text
Oct262009_02B2203,13,39462,text
Oct262009_03B2203,7,15720,text
Oct262009_04B2203,10,29929,text
Oct262009_05B2203,5,10418,text
Oct262009_06B2203,4,8914,text
Oct262011_01B2203,2,3043,text
Oct272006_01B2203,6,17077,text
Oct272009_01B2203,12,35288,text
Oct272009_02B2203,13,40447,text
Oct272011_03B2203,4,12045,text
Oct282008_01B2203,6,15430,text
Oct282008_02B2203,12,40808,text
Oct282009_01B2203,13,41527,text
Oct282009_02B2203,11,34049,text
Oct282009_03B2203,15,49022,text
Oct292008_01B2203,9,28197,text
Oct292008_02B2203,9,26813,text
Oct292009_01B2203,8,21893,text
Oct292009_02B2203,2,3875,text
Oct292009_03B2203,1,1041,text
Oct292009_04B2203,12,36493,text
Oct292009_05B2203,11,32281,text
SEP012021_01B2203,3,7914,text
SEP012021_02B2203,2,3458,text
SEP012022_01B2203,3,9051,text
SEP012023_01B2203,3,7405,text
SEP022005_01B2203,11,35322,text
SEP022005_11B2203,8,25580,text
SEP022005_12B2203,7,18011,text
SEP022005_13B2203,7,19749,text
SEP022005_14B2203,11,39496,text
SEP022005_15B2203,11,35322,text
SEP022021_01B2203,2,5461,text
SEP022021_02B2203,4,10838,text
SEP022021_03B2203,15,51645,text
SEP032019_01B2203,7,20155,text
SEP032019_02B2203,7,21322,text
SEP032019_03B2203,7,19253,text
SEP032019_04B2203,9,30231,text
SEP032024_01B2203,3,7638,text
SEP032024_02B2203,5,16282,text
SEP042015_01B2203,1,1839,text
SEP042024_01B2203,4,10848,text
SEP042024_02B2203,2,4408,text
SEP052013_01B2203,8,21561,text
SEP052013_02B2203,3,7363,text
SEP052013_03B2203,6,17396,text
SEP052014_01B2203,5,15407,text
SEP052017_01B2203,1,2046,text
SEP052018_01B2203,3,7311,text
SEP052018_02B2203,6,18362,text
SEP052019_01B2203,4,9186,text
SEP052024_01B2203,8,26123,text
SEP052024_02B2203,6,18625,text
SEP062005_15B2203,9,24068,text
SEP062005_16B2203,5,12641,text
SEP062005_17B2203,5,12313,text
SEP062005_18B2203,5,13319,text
SEP062005_19B2203,6,15558,text
SEP062005_20B2203,5,11112,text
SEP062005_21B2203,3,4184,text
SEP062022_01B2203,6,18565,text
SEP062022_02B2203,4,10202,text
SEP062024_01B2203,7,20605,text
SEP062024_02B2203,6,18641,text
SEP072005_19B2203,7,18894,text
SEP072005_20B2203,5,11999,text
SEP072005_21B2203,8,25642,text
SEP072005_22B2203,3,6345,text
SEP072005_23B2203,6,14852,text
SEP072005_24B2203,9,26735,text
SEP072005_25B2203,11,34086,text
SEP072005_26B2203,8,22460,text
SEP072005_27B2203,4,8550,text
SEP072016_01B2203,5,10951,text
SEP072017_01B2203,7,20399,text
SEP072021_01B2203,5,15520,text
SEP082014_01B2203,11,34362,text
SEP082014_02B2203,11,33936,text
SEP082014_03B2203,11,33251,text
SEP082014_04B2203,9,26285,text
SEP082015_01B2203,2,3366,text
SEP082015_02B2203,8,25875,text
SEP082020_01B2203,6,17951,text
SEP082023_01B2203,4,10190,text
SEP092005_09B2203,10,31892,text
SEP092005_10B2203,8,27351,text
SEP092005_11B2203,7,24046,text
SEP092005_12B2203,10,34642,text
SEP092015_01B2203,15,46664,text
SEP092021_01B2203,3,6614,text
SEP092021_02B2203,3,9534,text
SEP092021_03B2203,4,10824,text
SEP092021_04B2203,8,25609,text
SEP092022_01B2203,6,16351,text
SEP092022_02B2203,5,13770,text
SEP102014_01B2203,7,16999,text
SEP102019_01B2203,5,15251,text
SEP102019_02B2203,7,21782,text
SEP102024_01B2203,3,7183,text
SEP102024_02B2203,4,11186,text
SEP102024_03B2203,4,11748,text
SEP112013_01B2203,10,29156,text
SEP112013_02B2203,10,30849,text
SEP112015_01B2203,11,33347,text
SEP112015_02B2203,6,17670,text
SEP112015_03B2203,6,15851,text
SEP112019_01B2203,9,28896,text
SEP112019_02B2203,6,19997,text
SEP112023_01B2203,2,4478,text
SEP112024_01B2203,7,20415,text
SEP122016_01B2203,7,18341,text
SEP122024_01B2203,8,21949,text
SEP122024_02B2203,7,23224,text
SEP132016_01B2203,6,15148,text
SEP132016_02B2203,2,3465,text
SEP132017_01B2203,6,17604,text
SEP132017_02B2203,5,13894,text
SEP132021_01B2203,5,14702,text
SEP132021_02B2203,8,24742,text
SEP132022_01B2203,10,31539,text
SEP132023_01B2203,4,13017,text
SEP132024_01B2203,10,33473,text
SEP132024_02B2203,9,26386,text
SEP132024_03B2203,4,13188,text
SEP142017_01B2203,4,10144,text
SEP142021_01B2203,8,26639,text
SEP142022_01B2203,7,22115,text
SEP142022_02B2203,6,16936,text
SEP142022_03B2203,6,19649,text
SEP142023_01B2203,7,24020,text
SEP152016_01B2203,8,22978,text
SEP152017_01B2203,8,21273,text
SEP152021_01B2203,6,18917,text
SEP152021_02B2203,7,22464,text
SEP152022_01B2203,8,25844,text
SEP162005_01B2203,10,34545,text
SEP162005_02B2203,8,29225,text
SEP162005_03B2203,10,36462,text
SEP162005_07B2203,10,34545,text
SEP162005_08B2203,8,29225,text
SEP162005_09B2203,10,36462,text
SEP162022_01B2203,3,8345,text
SEP162022_02B2203,4,11637,text
SEP162024_01B2203,15,45570,text
SEP162024_02B2203,8,24049,text
SEP172019_01B2203,9,30183,text
SEP172021_01B2203,9,28690,text
SEP182015_01B2203,5,13912,text
SEP182018_01B2203,7,19892,text
SEP182018_02B2203,5,13620,text
SEP192017_01B2203,5,14390,text
SEP192022_01B2203,3,8838,text
SEP192022_02B2203,3,6043,text
SEP192022_03B2203,5,12827,text
SEP192023_01B2203,3,8786,text
SEP192024_01B2203,5,15014,text
SEP192024_02B2203,3,10190,text
SEP192024_03B2203,4,11343,text
SEP202005_01B2203,1,1092,text
SEP202005_02B2203,12,42919,text
SEP202005_05B2203,1,1092,text
SEP202005_06B2203,12,42919,text
SEP202013_01B2203,12,35272,text
SEP202017_01B2203,6,17308,text
SEP202019_01B2203,9,26678,text
SEP202022_01B2203,4,12447,text
SEP202024_01B2203,9,27077,text
SEP202024_02B2203,5,11989,text
SEP212005_01B2203,4,9909,text
SEP212005_02B2203,5,12268,text
SEP212005_03B2203,5,11855,text
SEP212005_04B2203,5,14100,text
SEP212005_09B2203,4,9909,text
SEP212005_10B2203,5,12268,text
SEP212005_11B2203,5,11855,text
SEP212005_12B2203,5,14100,text
SEP212021_01B2203,9,30309,text
SEP222005_01B2203,4,9973,text
SEP222005_04B2203,4,9973,text
SEP222014_01B2203,14,42715,text
SEP222014_02B2203,15,45462,text
SEP222014_03B2203,13,40056,text
SEP222014_04B2203,13,41628,text
SEP222017_01B2203,6,16456,text
SEP222021_01B2203,4,11421,text
SEP222021_02B2203,5,13218,text
SEP222021_03B2203,8,25211,text
SEP222022_01B2203,4,12278,text
SEP222022_02B2203,4,11279,text
SEP222022_03B2203,5,16515,text
SEP232013_01B2203,8,22612,text
SEP232015_01B2203,5,12156,text
SEP232015_02B2203,7,17169,text
SEP232020_01B2203,4,13257,text
SEP232020_02B2203,3,7721,text
SEP232020_03B2203,10,32795,text
SEP232021_01B2203,5,16484,text
SEP242014_01B2203,4,10271,text
SEP242015_01B2203,14,41179,text
SEP242018_01B2203,8,22528,text
SEP242018_02B2203,5,13434,text
SEP242018_03B2203,6,15502,text
SEP242020_01B2203,7,19794,text
SEP242020_02B2203,3,6396,text
SEP242020_03B2203,8,26039,text
SEP242020_04B2203,7,19387,text
SEP242020_05B2203,6,18185,text
SEP242020_06B2203,4,12547,text
SEP242020_07B2203,4,10223,text
SEP242020_08B2203,5,14503,text
SEP242020_09B2203,7,22627,text
SEP242020_10B2203,3,9142,text
SEP242020_11B2203,7,23605,text
SEP242024_01B2203,8,24494,text
SEP242024_02B2203,2,3568,text
SEP252013_01B2203,2,3549,text
SEP252015_01B2203,5,13479,text
SEP252018_01B2203,5,13664,text
SEP252024_01B2203,4,10422,text
SEP252024_02B2203,7,23158,text
SEP262014_01B2203,14,39789,text
SEP262014_02B2203,20,59903,text
SEP262014_03B2203,2,3141,text
SEP262014_04B2203,17,49037,text
SEP262016_01B2203,5,13608,text
SEP262017_01B2203,2,3658,text
SEP262018_01B2203,7,19460,text
SEP262019_01B2203,3,8989,text
SEP262019_02B2203,9,27748,text
SEP262023_01B2203,3,8415,text
SEP272017_01B2203,6,17433,text
SEP272017_02B2203,7,19487,text
SEP272018_01B2203,5,14350,text
SEP272019_01B2203,7,21678,text
SEP272022_01B2203,3,9247,text
SEP272023_01B2203,7,24283,text
SEP272024_01B2203,8,28015,text
SEP272024_02B2203,2,4191,text
SEP282005_01B2203,6,16924,text
SEP282005_02B2203,4,10028,text
SEP282005_03B2203,4,10390,text
SEP282005_04B2203,2,2522,text
SEP282005_05B2203,4,9996,text
SEP282005_06B2203,4,8716,text
SEP282005_07B2203,4,10060,text
SEP282005_08B2203,4,9238,text
SEP282005_09B2203,4,8656,text
SEP282005_10B2203,5,11583,text
SEP282005_11B2203,4,10842,text
SEP282005_12B2203,5,12386,text
SEP282005_25B2203,6,16924,text
SEP282005_26B2203,4,10028,text
SEP282005_27B2203,4,10390,text
SEP282005_28B2203,2,2522,text
SEP282005_29B2203,4,9996,text
SEP282005_30B2203,4,8716,text
SEP282005_31B2203,4,10060,text
SEP282005_32B2203,4,9239,text
SEP282005_33B2203,4,8656,text
SEP282005_34B2203,5,11583,text
SEP282005_35B2203,4,10842,text
SEP282005_36B2203,5,12386,text
SEP282015_01B2203,11,34021,text
SEP282016_01B2203,10,29610,text
SEP282017_01B2203,5,12946,text
SEP282017_02B2203,5,13453,text
SEP282018_01B2203,5,14355,text
SEP282022_01B2203,5,14956,text
SEP282022_02B2203,3,8367,text
SEP292014_01B2203,16,47584,text
SEP292023_01B2203,3,10167,text
SEP302005_01B2203,8,26208,text
SEP302005_02B2203,2,2238,text
SEP302005_05B2203,8,26208,text
SEP302005_06B2203,2,2238,text
SEP302014_01B2203,12,35182,text
SEP302015_01B2203,8,24800,text
SEP302019_01B2203,8,23795,text
SEP302022_01B2203,8,23342,text
SEP302024_01B2203,3,9627,text
SEP302024_02B2203,10,31936,text
SEP302024_03B2203,7,22614,text
SEP302024_04B2203,7,20685,text
Sep012006_01B2203,7,20432,text
Sep012006_02B2203,5,12801,text
Sep012006_03B2203,6,13058,text
Sep012009_01B2203,10,31502,text
Sep022009_01B2203,15,46029,text
Sep022009_02B2203,2,3513,text
Sep022009_03B2203,2,3474,text
Sep022009_04B2203,2,3695,text
Sep022009_05B2203,15,45206,text
Sep022009_06B2203,12,34402,text
Sep022009_07B2203,16,48959,text
Sep022009_08B2203,10,28171,text
Sep022009_09B2203,11,31487,text
Sep022009_10B2203,3,5687,text
Sep032009_01B2203,2,4610,text
Sep032009_02B2203,11,32918,text
Sep032009_03B2203,18,55490,text
Sep032010_02B2203,7,16390,text
Sep042008_01B2203,4,10424,text
Sep042012_01B2203,8,19919,text
Sep062006_01B2203,7,19918,text
Sep062006_02B2203,6,16271,text
Sep062007_01B2203,8,20938,text
Sep072011_03B2203,21,63474,text
Sep082006_01B2203,5,10452,text
Sep082006_02B2203,8,21794,text
Sep082009_01B2203,12,34889,text
Sep082009_02B2203,3,5813,text
Sep082009_03B2203,8,22364,text
Sep082009_04B2203,13,37388,text
Sep092008_02B2203,8,23190,text
Sep092008_03B2203,8,23079,text
Sep092008_04B2203,8,23326,text
Sep092010_01B9204,6,15944,text
Sep102009_01B2203,9,26533,text
Sep112006_01B2203,4,8179,text
Sep112006_02B2203,2,4284,text
Sep112006_03B2203,2,2454,text
Sep112012_07B2203,3,7949,text
Sep112012_09B2203,4,6684,text
Sep112012_11B2203,3,4991,text
Sep122007_01B2203,9,24875,text
Sep122007_02B2203,12,35893,text
Sep122011_02B2203,17,50302,text
Sep132006_01B2203,11,29537,text
Sep132006_02B2203,10,30889,text
Sep132006_03B2203,11,31572,text
Sep132006_04B2203,4,7036,text
Sep132010_01B2203,3,5612,text
Sep132010_02B2203,2,4491,text
Sep132010_02B9204,3,4562,text
Sep132010_04B9204,8,20867,text
Sep132010_05B9204,5,13479,text
Sep142006_01B2203,2,1647,text
Sep142006_02B2203,10,27219,text
Sep142006_03B2203,7,20740,text
Sep142007_01B2203,11,32438,text
Sep142007_02B2203,16,50412,text
Sep152010_01B2203,23,66697,text
Sep152010_01B9204,2,3870,text
Sep162010_01B2203,3,6225,text
Sep172010_01B9204,9,23241,text
Sep182008_01B2203,16,46473,text
Sep192008_01B2203,2,1797,text
Sep212007_01B2203,9,24000,text
Sep212009_01B2203,18,57232,text
Sep212009_02B2203,12,33054,text
Sep212009_03B2203,12,34609,text
Sep212009_04B2203,10,26290,text
Sep212009_05B2203,20,66503,text
Sep222006_01B2203,8,22922,text
Sep222006_02B2203,9,22734,text
Sep222006_03B2203,12,32550,text
Sep222006_04B2203,2,2245,text
Sep222009_01B2203,10,29664,text
Sep232010_01B2203,4,7969,text
Sep232010_01B9204,9,27349,text
Sep232010_02B2203,19,50063,text
Sep242009_01B2203,2,2692,text
Sep242012_01B2203,8,22256,text
Sep252009_01B2203,5,11292,text
Sep262008_01B2203,11,32894,text
Sep272006_01B2203,6,18111,text
Sep272010_01B2203,30,89763,text
Sep272010_02B2203,24,63262,text
Sep272010_03B2203,15,39230,text
Sep272011_01B2203,20,58456,text
Sep282006_01B2203,13,36797,text
Sep282007_01B2203,10,29633,text
Sep282007_02B2203,10,27505,text
Sep282009_01B2203,3,5653,text
Sep282009_02B2203,7,17731,text
Sep282011_01B2203,25,65756,text
Sep282011_03B2203,16,48424,text
Sep292008_02B2203,3,4199,text
Sep292008_03B2203,15,45010,text
Sep292008_05B2203,12,37457,text
Sep292008_07B2203,19,60463,text
Sep292009_01B2203,2,2536,text
Sep292009_02B2203,18,54787,text
Sep292009_03B2203,9,22735,text
Sep292009_04B2203,9,24766,text
Sep292009_05B2203,10,27922,text
Sep292011_01B2203,20,64251,text
Sep292011_02B2203,17,50539,text
Sep292011_03B2203,3,5013,text
Sep292011_04B2203,15,42612,text
Sep302009_01B2203,15,45961,text
